sample,time,C0 (A),C1 (B),C2 (A'),C3 (B'),C4,C5,C6,C7
1,1528752486.359,654.00,23.06,685.00,21.25,0.00,0.00,690.00,35.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2,1528752487.359,648.00,29.96,711.00,30.42,0.00,0.00,688.00,17.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3,1528752488.359,642.00,31.51,712.00,28.47,0.00,0.00,739.00,34.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4,1528752489.359,624.00,19.45,726.00,24.18,0.00,0.00,700.00,24.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5,1528752490.357,607.00,22.26,723.00,24.77,0.00,0.00,782.00,32.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6,1528752491.357,609.00,25.36,712.00,25.11,0.00,0.00,686.00,20.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7,1528752492.357,653.00,23.57,735.00,29.60,0.00,0.00,713.00,23.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8,1528752493.357,618.00,18.12,778.00,27.52,0.00,0.00,757.00,26.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9,1528752494.357,626.00,31.24,726.00,15.29,0.00,0.00,736.00,25.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10,1528752495.357,659.00,28.58,760.00,36.55,0.00,0.00,756.00,26.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11,1528752496.357,678.00,31.69,703.00,20.98,0.00,0.00,724.00,24.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12,1528752497.357,686.00,24.91,637.00,23.14,0.00,0.00,750.00,22.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13,1528752498.357,644.00,23.53,723.00,34.64,0.00,0.00,725.00,26.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
14,1528752499.358,694.00,23.77,764.00,25.74,0.00,0.00,698.00,24.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,1528752500.358,677.00,25.95,736.00,28.76,0.00,0.00,734.00,22.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16,1528752501.358,664.00,26.21,710.00,14.68,0.00,0.00,739.00,31.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17,1528752502.358,689.00,29.38,680.00,26.46,0.00,0.00,737.00,25.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
18,1528752503.358,657.00,23.53,697.00,34.67,0.00,0.00,732.00,26.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
19,1528752504.358,678.00,22.99,675.00,26.93,0.00,0.00,751.00,17.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20,1528752505.373,645.00,16.28,726.00,33.61,0.00,0.00,701.00,38.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
21,1528752506.358,634.00,23.81,700.00,23.00,0.00,0.00,694.00,18.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
22,1528752507.357,650.00,16.73,644.00,16.34,0.00,0.00,686.00,31.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
23,1528752508.357,587.00,30.30,730.00,24.90,0.00,0.00,721.00,28.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
24,1528752509.359,637.00,28.25,725.00,20.40,0.00,0.00,719.00,22.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
25,1528752510.379,666.00,28.95,746.00,22.02,0.00,0.00,707.00,25.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
26,1528752511.356,656.00,33.70,680.00,19.44,0.00,0.00,684.00,35.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27,1528752512.356,630.00,21.96,709.00,19.12,0.00,0.00,726.00,35.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
28,1528752513.356,657.00,37.57,716.00,12.93,0.00,0.00,713.00,31.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
29,1528752514.356,618.00,31.47,689.00,36.07,0.00,0.00,743.00,39.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
30,1528752515.356,691.00,17.48,654.00,20.40,0.00,0.00,734.00,40.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
31,1528752516.356,655.00,10.98,683.00,26.21,0.00,0.00,715.00,32.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
32,1528752517.369,697.00,37.57,670.00,14.45,0.00,0.00,754.00,16.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
33,1528752518.361,667.00,19.55,682.00,30.87,0.00,0.00,690.00,24.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
34,1528752519.357,597.00,18.92,673.00,32.15,0.00,0.00,698.00,21.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
35,1528752520.357,634.00,22.81,746.00,35.28,0.00,0.00,700.00,24.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36,1528752521.357,626.00,28.13,683.00,18.62,0.00,0.00,702.00,26.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
37,1528752522.357,640.00,19.83,699.00,29.15,0.00,0.00,734.00,33.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
38,1528752523.357,607.00,16.33,727.00,24.77,0.00,0.00,737.00,24.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39,1528752524.357,613.00,26.50,715.00,22.67,0.00,0.00,758.00,42.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
40,1528752525.356,664.00,23.25,722.00,29.81,0.00,0.00,698.00,10.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
41,1528752526.356,626.00,22.91,722.00,18.25,0.00,0.00,706.00,34.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
42,1528752527.361,640.00,27.77,662.00,26.15,0.00,0.00,728.00,20.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
43,1528752528.355,643.00,29.40,652.00,27.84,0.00,0.00,698.00,25.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
44,1528752529.355,590.00,29.44,695.00,21.41,0.00,0.00,748.00,24.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
45,1528752530.355,641.00,19.17,669.00,16.63,0.00,0.00,689.00,23.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
46,1528752531.363,628.00,16.11,650.00,27.41,0.00,0.00,741.00,28.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
47,1528752532.355,626.00,31.21,698.00,18.12,0.00,0.00,741.00,22.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
48,1528752533.355,626.00,31.21,769.00,30.96,0.00,0.00,736.00,24.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
49,1528752534.356,635.00,31.95,670.00,27.89,0.00,0.00,738.00,26.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
50,1528752535.356,620.00,18.44,798.00,42.47,0.00,0.00,741.00,32.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
51,1528752536.356,658.00,24.67,732.00,12.45,0.00,0.00,742.00,17.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
52,1528752537.356,654.00,27.62,670.00,31.27,0.00,0.00,733.00,28.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
53,1528752538.356,640.00,32.96,648.00,18.25,0.00,0.00,751.00,28.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
54,1528752539.356,653.00,22.51,718.00,40.90,0.00,0.00,724.00,22.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
55,1528752540.356,636.00,18.57,716.00,20.29,0.00,0.00,688.00,23.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
